0.15 -50 3.92 5.5 53.5153 38.8614 24.15
0.15 -49 3.92 5.5 51.777 38.8931 25.65
0.15 -48 3.92 5.5 50.1843 40.5806 17.35
0.15 -47 3.92 5.5 48.7258 42.1507 25.25
0.15 -46 3.92 5.5 47.3738 44.8748 25.4
0.15 -45 3.92 5.5 46.1202 46.1194 21.2
0.15 -44 3.92 5.5 44.9538 44.953 18.7
0.15 -43 3.92 5.5 43.8695 43.8693 16.85
0.15 -42 3.92 5.5 42.8522 42.8529 15.1
0.15 -41 3.92 5.5 41.8986 41.8982 13.65
0.15 -40 3.92 5.5 41.0034 41.0041 12.15
0.15 -39 3.92 5.5 40.1578 40.1581 10.8
0.15 -38 3.92 5.5 39.3613 39.3616 9.5
0.15 -37 3.92 5.5 38.6058 38.6055 8.3
0.15 -36 3.92 5.5 37.8904 37.8904 7.15
0.15 -35 3.92 5.5 37.2122 37.2124 5.95
0.15 -34 3.92 5.5 36.5666 36.5669 4.8
0.15 -33 3.92 5.5 35.9503 35.9503 3.75
0.15 -32 3.92 5.5 35.3648 35.3645 2.7
0.15 -31 3.92 5.5 34.8041 34.8044 1.55
0.15 -30 3.92 5.5 34.2687 34.2687 0.35
0.15 -29 3.92 5.5 33.754 33.752 0.25
0.15 -28 3.92 5.5 33.2637 33.264 33.05
0.15 -27 3.92 5.5 32.7912 32.7937 32.25
0.15 -26 3.92 5.5 32.338 32.3405 31.95
0.15 -25 3.92 5.5 31.9027 32.2894 30
0.15 -24 3.92 5.5 31.4831 41.9778 31
0.15 -23 3.92 5.5 31.0784 41.8905 18.5
0.15 -22 3.92 5.5 30.689 42.8572 7.3
0.15 -21 3.92 5.5 30.3135 44.5421 32.6
0.15 -20 3.92 5.5 29.9503 44.9261 10.75
0.15 -19 3.92 5.5 29.5993 44.3985 0.05
0.15 -18 3.92 5.5 29.26 43.8926 9.95
0.15 -17 3.92 5.5 28.9311 43.4186 9.8
0.15 -16 3.92 5.5 28.6127 46.2089 37.45
0.15 -15 3.92 5.5 28.305 47.1643 14.35
0.15 -14 3.92 5.5 28.0054 46.6835 35.25
0.15 -13 3.92 5.5 27.7153 48.4742 27.4
0.15 -12 3.92 5.5 27.4342 49.3108 35.9
0.15 -11 3.92 5.5 27.1609 50.3127 16.1
0.15 -10 3.92 5.5 26.8941 51.2315 11.1
0.15 -9 3.92 5.5 26.6355 53.0254 7.5
0.15 -8 3.92 5.5 26.3841 52.7659 5.3
0.15 -7 3.92 5.5 26.1393 52.2776 4.15
0.15 -6 3.92 5.5 25.9004 51.8 29.2
0.15 -5 3.92 5.5 25.668 51.3345 2.6
0.15 -4 3.92 5.5 25.4417 50.885 1.95
0.15 -3 3.92 5.5 25.2207 50.4428 26.55
0.15 -2 3.92 5.5 25.0052 50.0097 25.65
0.15 -1 3.92 5.5 24.7948 49.59 0.2
0.15 0 3.92 5.5 24.5897 49.1777 0.1
