0.01 -50 7.0483 5.3921 31.2618 31.2573 0.15
0.01 -49 7.0144 8.6996 31.3492 31.4108 1.05
0.01 -48 6.7858 7.5274 31.3296 31.339 0.5
0.01 -47 6.5585 5.6498 31.2654 31.3063 0.1
0.01 -46 6.4977 7.5224 31.2976 31.3105 0.25
0.01 -45 6.2987 6.7492 31.3318 31.3424 0.5
0.01 -44 6.1491 7.1799 31.3734 31.384 1.7
0.01 -43 6.0038 6.1699 31.2955 31.2766 0.25
0.01 -42 5.9464 8.8937 31.3632 31.3871 1.45
0.01 -41 5.7224 6.5588 31.3223 31.3226 0.4
0.01 -40 5.6567 9.0793 31.3734 31.365 1.65
0.01 -39 5.4514 8.5121 31.3929 31.3916 2.1
0.01 -38 5.323 8.1734 31.3358 31.3908 0.55
0.01 -37 5.131 8.4783 31.3734 31.3918 1.65
0.01 -36 4.9402 6.8653 31.3715 31.3686 1.6
0.01 -35 4.8259 6.7147 31.3777 31.3738 1.75
0.01 -34 4.6152 5.9934 31.3929 31.3845 2.1
0.01 -33 4.5483 7.2757 31.2798 31.3238 0.2
0.01 -32 4.4028 6.272 31.277 31.3013 0.2
0.01 -31 4.2591 7.7212 31.3259 31.3306 0.45
0.01 -30 4.0787 6.8395 31.3111 31.3905 0.35
0.01 -29 4.0243 9.7274 31.2824 31.2813 0.2
0.01 -28 4.0255 11.3124 30.9801 31.5118 0.6
0.01 -27 3.671 7.7773 31.3811 31.4037 1.85
0.01 -26 3.4966 5.9491 31.4108 31.4153 2.4
0.01 -25 3.4087 6.9718 31.2695 31.2682 0.15
0.01 -24 3.2648 10.3913 31.3463 31.4013 0.4
0.01 -23 3.0867 8.1234 31.3268 31.3853 0.4
0.01 -22 2.9861 9.1578 31.3945 31.4226 2.1
0.01 -21 2.8228 9.3368 31.2929 31.3099 0.25
0.01 -20 2.7718 11.1744 31.1349 31.1424 1.35
0.01 -19 2.5145 8.4404 31.2826 31.3589 0.25
0.01 -18 2.361 9.4969 31.3437 31.4053 0.7
0.01 -17 2.2425 7.4168 31.3153 31.355 0.35
0.01 -16 2.2072 11.0844 31.0651 31.4187 1.4
0.01 -15 2.0576 11.6357 31.0802 31.4111 0.65
0.01 -14 1.8345 7.3876 31.262 31.2618 0.1
0.01 -13 1.7317 10.0161 31.2298 31.2906 0.15
0.01 -12 1.6259 13.2111 31.1301 31.1819 1.65
0.01 -11 1.3717 8.5944 31.3345 31.3679 0.5
0.01 -10 1.3601 12.7583 31.0529 31.4079 2.4
0.01 -9 1.0793 9.3985 31.3892 31.395 1.95
0.01 -8 0.99234 9.7627 31.3 31.2979 0.3
0.01 -7 0.89404 13.1354 31.2296 31.2817 0.2
0.01 -6 0.73718 12.7877 31.2516 31.2924 0.05
