0.15 -10 0.097938 19.0521 34.2951 34.296 0.35
0.15 -9 0.0057395 18.656 34.022 34.0229 0.1
0.15 -8 0.016563 18.0259 33.6458 33.6449 0.05
0.15 -7 0.0049084 11.4579 33.2788 33.2791 0.15
0.15 -6 0.0091347 18.1296 32.921 32.9215 0.4
0.15 -5 0.022689 17.5084 32.5732 32.5787 0.2
0.15 -4 0.013195 17.6656 32.2335 32.2341 2.15
0.15 -3 0.0029136 18.971 31.9021 31.8979 1.65
0.15 -2 0.003895 18.6116 31.5794 42.0732 4.75
0.15 -1 0.037717 19.4535 31.2639 41.7136 9.1
0.15 0 0.012107 17.6547 30.9557 42.9464 4.1
